Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Has Promotion,Age Group,Gender Binary,Subscription Status Binary,Has Promotion Binary
3291,52,Female,Coat,Outerwear,82.0,North Dakota,L,Black,Spring,3.1,No,Bank Transfer,Free Shipping,2,PayPal,Monthly,No,Middle age (50-64),0,0,0
3292,29,Female,Belt,Accessories,51.0,New Mexico,L,Olive,Fall,2.6,No,Bank Transfer,2-Day Shipping,11,Cash,Monthly,No,Young Adults (18-29),0,0,0
3293,62,Female,Handbag,Accessories,23.0,Missouri,L,Gray,Spring,4.9,No,Debit Card,Standard,18,Bank Transfer,Fortnightly,No,Middle age (50-64),0,0,0
3294,19,Female,Coat,Outerwear,91.0,West Virginia,M,Gold,Spring,3.5,No,Bank Transfer,2-Day Shipping,47,Credit Card,Fortnightly,No,Young Adults (18-29),0,0,0
3295,62,Female,Sweater,Clothing,60.0,South Carolina,S,Magenta,Spring,4.5,No,PayPal,Store Pickup,15,Bank Transfer,Bi-Weekly,No,Middle age (50-64),0,0,0
3296,70,Female,Blouse,Clothing,34.0,West Virginia,S,Lavender,Summer,2.8,No,PayPal,Next Day Air,15,Cash,Weekly,No,Seniors (65+),0,0,0
3297,20,Female,Blouse,Clothing,23.0,Alaska,M,Green,Spring,4.2,No,PayPal,Next Day Air,47,Venmo,Quarterly,No,Young Adults (18-29),0,0,0
3298,67,Female,Belt,Accessories,82.0,West Virginia,M,Violet,Fall,4.1,No,Credit Card,Free Shipping,47,PayPal,Monthly,No,Seniors (65+),0,0,0
3299,65,Female,Jacket,Outerwear,73.0,New Mexico,M,Brown,Fall,3.5,No,PayPal,Express,6,Bank Transfer,Every 3 Months,No,Seniors (65+),0,0,0
3300,45,Female,Shorts,Clothing,32.0,South Dakota,L,Teal,Spring,4.0,No,Bank Transfer,2-Day Shipping,18,Venmo,Monthly,No,Adults (30-49),0,0,0
3301,26,Female,Hat,Accessories,80.0,Oklahoma,M,Charcoal,Spring,4.0,No,Debit Card,Express,40,Bank Transfer,Bi-Weekly,No,Young Adults (18-29),0,0,0
3302,36,Female,Pants,Clothing,58.0,Oklahoma,XL,Charcoal,Summer,2.5,No,PayPal,Free Shipping,31,Credit Card,Fortnightly,No,Adults (30-49),0,0,0
3303,36,Female,Blouse,Clothing,82.0,Alabama,XL,Beige,Winter,4.2,No,Venmo,Standard,31,Venmo,Bi-Weekly,No,Adults (30-49),0,0,0
3304,20,Female,Belt,Accessories,60.0,Mississippi,S,Turquoise,Summer,3.4,No,PayPal,Next Day Air,4,Credit Card,Fortnightly,No,Young Adults (18-29),0,0,0
3305,30,Female,Handbag,Accessories,79.0,Mississippi,XL,Orange,Fall,4.8,No,Debit Card,Next Day Air,36,Bank Transfer,Every 3 Months,No,Adults (30-49),0,0,0
3306,34,Female,Hoodie,Clothing,41.0,Nebraska,L,Cyan,Summer,4.9,No,Bank Transfer,Standard,31,PayPal,Bi-Weekly,No,Adults (30-49),0,0,0
3307,63,Female,Jacket,Outerwear,39.0,Colorado,L,Orange,Summer,3.6,No,Cash,Store Pickup,6,Venmo,Fortnightly,No,Middle age (50-64),0,0,0
3308,18,Female,Scarf,Accessories,36.0,Pennsylvania,S,Green,Winter,4.0,No,Credit Card,Store Pickup,1,Cash,Monthly,No,Young Adults (18-29),0,0,0
3309,55,Female,Jeans,Clothing,70.0,Utah,M,Pink,Fall,2.6,No,Venmo,Express,29,Cash,Monthly,No,Middle age (50-64),0,0,0
3310,48,Female,Handbag,Accessories,47.0,Massachusetts,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,19,PayPal,Monthly,No,Adults (30-49),0,0,0
3311,45,Female,Jacket,Outerwear,27.0,Iowa,M,Pink,Winter,3.6,No,Debit Card,Free Shipping,12,PayPal,Fortnightly,No,Adults (30-49),0,0,0
3312,29,Female,Hat,Accessories,52.0,Florida,L,Blue,Summer,4.0,No,PayPal,Express,18,Bank Transfer,Annually,No,Young Adults (18-29),0,0,0
3313,55,Female,Sneakers,Footwear,75.0,Louisiana,L,Black,Summer,3.9,No,Venmo,Next Day Air,45,Cash,Quarterly,No,Middle age (50-64),0,0,0
3314,55,Female,Hat,Accessories,30.0,Kansas,XL,Black,Fall,3.9,No,Cash,Express,45,Credit Card,Monthly,No,Middle age (50-64),0,0,0
3315,55,Female,Socks,Clothing,94.0,Kansas,M,Violet,Spring,3.3,No,PayPal,Standard,8,Credit Card,Quarterly,No,Middle age (50-64),0,0,0
3316,48,Female,Scarf,Accessories,68.0,Kentucky,S,Gold,Summer,2.9,No,Credit Card,Standard,4,PayPal,Every 3 Months,No,Adults (30-49),0,0,0
3317,42,Female,Socks,Clothing,45.0,New Mexico,M,Olive,Summer,3.1,No,Cash,Free Shipping,5,Debit Card,Fortnightly,No,Adults (30-49),0,0,0
3318,21,Female,Hat,Accessories,67.0,North Carolina,XL,Pink,Summer,4.7,No,Debit Card,Standard,30,Cash,Quarterly,No,Young Adults (18-29),0,0,0
3319,45,Female,Jacket,Outerwear,46.0,North Dakota,M,Olive,Summer,3.9,No,Venmo,Free Shipping,15,PayPal,Monthly,No,Adults (30-49),0,0,0
3320,23,Female,Shorts,Clothing,31.0,North Dakota,M,Indigo,Summer,4.3,No,Cash,Next Day Air,17,Credit Card,Every 3 Months,No,Young Adults (18-29),0,0,0
3321,66,Female,Blouse,Clothing,44.0,Illinois,XL,Silver,Fall,4.2,No,Cash,2-Day Shipping,45,Cash,Every 3 Months,No,Seniors (65+),0,0,0
3322,32,Female,Coat,Outerwear,100.0,Maine,S,Charcoal,Winter,4.3,No,Bank Transfer,Next Day Air,3,Venmo,Annually,No,Adults (30-49),0,0,0
3323,52,Female,Sweater,Clothing,92.0,Indiana,XL,Orange,Winter,4.6,No,Credit Card,Next Day Air,43,PayPal,Weekly,No,Middle age (50-64),0,0,0
3324,54,Female,Handbag,Accessories,78.0,North Dakota,M,Yellow,Winter,3.8,No,Venmo,Free Shipping,4,Credit Card,Monthly,No,Middle age (50-64),0,0,0
3325,37,Female,T-shirt,Clothing,32.0,Missouri,S,Red,Fall,3.3,No,Venmo,Standard,41,Venmo,Weekly,No,Adults (30-49),0,0,0
3326,29,Female,Sandals,Footwear,97.0,Alaska,M,Maroon,Fall,3.7,No,Debit Card,2-Day Shipping,16,Venmo,Monthly,No,Young Adults (18-29),0,0,0
3327,47,Female,Gloves,Accessories,95.0,North Dakota,M,Magenta,Summer,4.3,No,Cash,Standard,10,Debit Card,Annually,No,Adults (30-49),0,0,0
3328,47,Female,Shorts,Clothing,64.0,Connecticut,M,Black,Spring,4.1,No,Bank Transfer,Express,2,Debit Card,Quarterly,No,Adults (30-49),0,0,0
3329,42,Female,Sandals,Footwear,35.0,Wisconsin,M,Violet,Spring,3.2,No,Venmo,Free Shipping,11,Cash,Bi-Weekly,No,Adults (30-49),0,0,0
3330,34,Female,Backpack,Accessories,54.0,New Jersey,M,Gray,Winter,3.8,No,Debit Card,Express,1,Debit Card,Bi-Weekly,No,Adults (30-49),0,0,0
3331,38,Female,Sneakers,Footwear,96.0,Missouri,M,Black,Spring,3.2,No,PayPal,2-Day Shipping,41,Bank Transfer,Quarterly,No,Adults (30-49),0,0,0
3332,55,Female,Sunglasses,Accessories,58.0,California,M,Pink,Summer,3.5,No,Debit Card,Free Shipping,39,PayPal,Quarterly,No,Middle age (50-64),0,0,0
3333,27,Female,T-shirt,Clothing,23.0,Washington,M,Silver,Summer,3.1,No,PayPal,2-Day Shipping,1,PayPal,Bi-Weekly,No,Young Adults (18-29),0,0,0
3334,55,Female,Jeans,Clothing,35.0,Minnesota,M,Violet,Spring,4.2,No,Debit Card,Express,3,PayPal,Monthly,No,Middle age (50-64),0,0,0
3335,66,Female,Shirt,Clothing,23.0,California,M,Beige,Summer,3.4,No,Bank Transfer,Free Shipping,21,Credit Card,Annually,No,Seniors (65+),0,0,0
3336,44,Female,Hat,Accessories,94.0,Texas,XL,Cyan,Winter,3.5,No,Credit Card,Express,48,Bank Transfer,Quarterly,No,Adults (30-49),0,0,0
3337,39,Female,Blouse,Clothing,45.0,Montana,M,Brown,Fall,4.0,No,Venmo,Free Shipping,24,Debit Card,Annually,No,Adults (30-49),0,0,0
3338,23,Female,Jacket,Outerwear,23.0,Arizona,L,Blue,Winter,4.4,No,Bank Transfer,2-Day Shipping,45,Bank Transfer,Bi-Weekly,No,Young Adults (18-29),0,0,0
3339,29,Female,Skirt,Clothing,94.0,Minnesota,L,White,Winter,2.9,No,Venmo,2-Day Shipping,46,Credit Card,Monthly,No,Young Adults (18-29),0,0,0
3340,20,Female,Gloves,Accessories,99.0,Nebraska,M,Cyan,Fall,3.6,No,Debit Card,Store Pickup,35,Cash,Fortnightly,No,Young Adults (18-29),0,0,0
3341,42,Female,T-shirt,Clothing,36.0,Virginia,XL,Maroon,Fall,4.4,No,Credit Card,Free Shipping,47,Credit Card,Fortnightly,No,Adults (30-49),0,0,0
3342,55,Female,Jacket,Outerwear,50.0,Connecticut,XL,Olive,Summer,4.5,No,Venmo,Standard,35,Credit Card,Monthly,No,Middle age (50-64),0,0,0
3343,66,Female,Jacket,Outerwear,81.0,New Jersey,M,Violet,Spring,3.8,No,Credit Card,Free Shipping,45,Credit Card,Weekly,No,Seniors (65+),0,0,0
3344,24,Female,Shorts,Clothing,31.0,Kentucky,XL,Green,Winter,3.6,No,Bank Transfer,2-Day Shipping,6,Cash,Bi-Weekly,No,Young Adults (18-29),0,0,0
3345,62,Female,Hat,Accessories,48.0,Washington,XL,Magenta,Fall,4.3,No,Debit Card,Free Shipping,20,Cash,Annually,No,Middle age (50-64),0,0,0
3346,28,Female,Handbag,Accessories,91.0,Florida,M,Turquoise,Summer,4.0,No,Cash,2-Day Shipping,3,Venmo,Bi-Weekly,No,Young Adults (18-29),0,0,0
3347,30,Female,Jeans,Clothing,99.0,Oklahoma,M,Black,Summer,3.4,No,PayPal,Express,30,Venmo,Quarterly,No,Adults (30-49),0,0,0
3348,22,Female,Shoes,Footwear,70.0,Iowa,XL,Cyan,Summer,4.4,No,Credit Card,Standard,28,PayPal,Bi-Weekly,No,Young Adults (18-29),0,0,0
3349,28,Female,T-shirt,Clothing,74.0,New Hampshire,L,Gray,Winter,2.8,No,PayPal,Standard,15,Cash,Every 3 Months,No,Young Adults (18-29),0,0,0
3350,35,Female,Jewelry,Accessories,79.0,Georgia,M,Red,Fall,2.8,No,Cash,Store Pickup,29,PayPal,Quarterly,No,Adults (30-49),0,0,0
3351,45,Female,Handbag,Accessories,33.0,Mississippi,S,Olive,Fall,4.9,No,PayPal,2-Day Shipping,15,Cash,Bi-Weekly,No,Adults (30-49),0,0,0
3352,43,Female,Shirt,Clothing,49.0,New Hampshire,L,Cyan,Spring,4.2,No,Cash,2-Day Shipping,18,Bank Transfer,Fortnightly,No,Adults (30-49),0,0,0
3353,55,Female,Belt,Accessories,96.0,Washington,M,Teal,Summer,2.9,No,Credit Card,Next Day Air,7,Bank Transfer,Bi-Weekly,No,Middle age (50-64),0,0,0
3354,31,Female,Dress,Clothing,66.0,Ohio,L,Teal,Fall,4.6,No,Debit Card,Free Shipping,19,Credit Card,Every 3 Months,No,Adults (30-49),0,0,0
3355,42,Female,Skirt,Clothing,45.0,Maryland,M,Orange,Fall,2.8,No,Cash,Next Day Air,15,PayPal,Weekly,No,Adults (30-49),0,0,0
3356,40,Female,Blouse,Clothing,28.0,Delaware,M,Peach,Spring,2.6,No,Debit Card,Store Pickup,3,Bank Transfer,Bi-Weekly,No,Adults (30-49),0,0,0
3357,39,Female,Jeans,Clothing,48.0,Tennessee,M,Silver,Summer,3.5,No,Credit Card,Store Pickup,13,PayPal,Bi-Weekly,No,Adults (30-49),0,0,0
3358,41,Female,Hoodie,Clothing,67.0,Arkansas,M,Pink,Winter,3.5,No,Venmo,Free Shipping,37,Credit Card,Monthly,No,Adults (30-49),0,0,0
3359,56,Female,T-shirt,Clothing,59.0,Tennessee,M,Magenta,Fall,3.4,No,Debit Card,2-Day Shipping,26,Cash,Annually,No,Middle age (50-64),0,0,0
3360,43,Female,Sunglasses,Accessories,74.0,New Hampshire,L,Red,Fall,3.9,No,Credit Card,Next Day Air,29,Debit Card,Monthly,No,Adults (30-49),0,0,0
3361,22,Female,Jacket,Outerwear,81.0,Minnesota,M,Maroon,Spring,3.3,No,Venmo,2-Day Shipping,47,Cash,Every 3 Months,No,Young Adults (18-29),0,0,0
3362,47,Female,Shoes,Footwear,26.0,Florida,M,Silver,Spring,4.1,No,Credit Card,Free Shipping,47,Credit Card,Bi-Weekly,No,Adults (30-49),0,0,0
3363,50,Female,Handbag,Accessories,61.0,Tennessee,M,Gray,Summer,3.0,No,Credit Card,Next Day Air,48,Venmo,Fortnightly,No,Middle age (50-64),0,0,0
3364,58,Female,Sweater,Clothing,23.0,California,M,Turquoise,Winter,3.0,No,PayPal,Next Day Air,46,Bank Transfer,Bi-Weekly,No,Middle age (50-64),0,0,0
3365,50,Female,Scarf,Accessories,33.0,Oregon,M,Peach,Fall,3.2,No,Cash,Standard,7,Credit Card,Monthly,No,Middle age (50-64),0,0,0
3366,43,Female,Skirt,Clothing,58.0,Tennessee,L,Teal,Fall,3.9,No,Bank Transfer,Express,45,Credit Card,Every 3 Months,No,Adults (30-49),0,0,0
3367,38,Female,Gloves,Accessories,65.0,North Carolina,M,Red,Spring,3.6,No,Venmo,2-Day Shipping,47,Debit Card,Quarterly,No,Adults (30-49),0,0,0
3368,44,Female,T-shirt,Clothing,48.0,Tennessee,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,6,Venmo,Fortnightly,No,Adults (30-49),0,0,0
3369,30,Female,Sandals,Footwear,25.0,Nebraska,M,Blue,Spring,4.8,No,Cash,Express,29,Bank Transfer,Every 3 Months,No,Adults (30-49),0,0,0
3370,47,Female,Sweater,Clothing,51.0,Maine,M,Indigo,Winter,3.8,No,Debit Card,2-Day Shipping,42,Cash,Monthly,No,Adults (30-49),0,0,0
3371,30,Female,Belt,Accessories,31.0,Illinois,M,Charcoal,Summer,2.8,No,Venmo,Store Pickup,46,Cash,Fortnightly,No,Adults (30-49),0,0,0
3372,49,Female,Hoodie,Clothing,99.0,Colorado,S,Turquoise,Winter,4.0,No,PayPal,Next Day Air,28,PayPal,Annually,No,Adults (30-49),0,0,0
3373,56,Female,Socks,Clothing,25.0,Pennsylvania,M,Maroon,Winter,4.6,No,Credit Card,Free Shipping,14,Credit Card,Every 3 Months,No,Middle age (50-64),0,0,0
3374,70,Female,Sandals,Footwear,52.0,Minnesota,M,Purple,Spring,3.5,No,Debit Card,Store Pickup,12,Debit Card,Every 3 Months,No,Seniors (65+),0,0,0
3375,22,Female,Blouse,Clothing,47.0,Nevada,S,Lavender,Spring,3.7,No,Debit Card,2-Day Shipping,41,Debit Card,Annually,No,Young Adults (18-29),0,0,0
3376,51,Female,Boots,Footwear,98.0,Connecticut,XL,Yellow,Fall,4.9,No,Debit Card,Express,8,Credit Card,Annually,No,Middle age (50-64),0,0,0
3377,22,Female,Hat,Accessories,46.0,Ohio,M,Green,Winter,4.1,No,Credit Card,Store Pickup,24,Cash,Quarterly,No,Young Adults (18-29),0,0,0
3378,37,Female,Shirt,Clothing,32.0,Kentucky,M,Yellow,Winter,4.6,No,Bank Transfer,Next Day Air,18,PayPal,Fortnightly,No,Adults (30-49),0,0,0
3379,49,Female,Shorts,Clothing,75.0,Minnesota,L,Gold,Fall,4.5,No,PayPal,Next Day Air,6,Cash,Quarterly,No,Adults (30-49),0,0,0
3380,61,Female,Handbag,Accessories,51.0,Tennessee,L,Turquoise,Summer,5.0,No,Debit Card,Store Pickup,40,Cash,Weekly,No,Middle age (50-64),0,0,0
3381,41,Female,Dress,Clothing,52.0,North Dakota,L,Blue,Summer,3.8,No,PayPal,Standard,6,PayPal,Every 3 Months,No,Adults (30-49),0,0,0
3382,57,Female,Hat,Accessories,66.0,Minnesota,L,Turquoise,Winter,4.7,No,Bank Transfer,Standard,27,Credit Card,Quarterly,No,Middle age (50-64),0,0,0
3383,34,Female,Sweater,Clothing,35.0,Nebraska,M,Maroon,Spring,2.8,No,Bank Transfer,Express,2,Bank Transfer,Weekly,No,Adults (30-49),0,0,0
3384,27,Female,Coat,Outerwear,43.0,Delaware,M,Pink,Fall,2.6,No,Credit Card,Next Day Air,39,Venmo,Bi-Weekly,No,Young Adults (18-29),0,0,0
3385,39,Female,Hoodie,Clothing,24.0,Minnesota,L,Maroon,Summer,3.8,No,Credit Card,Free Shipping,9,Venmo,Quarterly,No,Adults (30-49),0,0,0
3386,62,Female,Jewelry,Accessories,83.0,Rhode Island,M,Olive,Winter,2.8,No,PayPal,Standard,16,Credit Card,Every 3 Months,No,Middle age (50-64),0,0,0
3387,34,Female,T-shirt,Clothing,62.0,Michigan,M,Lavender,Fall,2.6,No,Debit Card,2-Day Shipping,36,Cash,Quarterly,No,Adults (30-49),0,0,0
3388,53,Female,Pants,Clothing,78.0,New Jersey,S,Pink,Spring,3.4,No,Venmo,2-Day Shipping,2,Credit Card,Bi-Weekly,No,Middle age (50-64),0,0,0
3389,35,Female,Sweater,Clothing,61.0,South Dakota,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,21,Credit Card,Weekly,No,Adults (30-49),0,0,0
3390,38,Female,Pants,Clothing,57.0,North Carolina,L,Maroon,Fall,3.8,No,Credit Card,Free Shipping,39,Venmo,Annually,No,Adults (30-49),0,0,0
3391,32,Female,Socks,Clothing,70.0,Oregon,S,Red,Summer,3.0,No,Credit Card,Next Day Air,38,PayPal,Annually,No,Adults (30-49),0,0,0
3392,47,Female,Hoodie,Clothing,57.0,Montana,M,Silver,Fall,3.7,No,Cash,2-Day Shipping,6,Debit Card,Every 3 Months,No,Adults (30-49),0,0,0
3393,53,Female,Scarf,Accessories,74.0,New Jersey,XL,Blue,Winter,4.4,No,Credit Card,Free Shipping,6,Venmo,Bi-Weekly,No,Middle age (50-64),0,0,0
3394,60,Female,Dress,Clothing,90.0,Arizona,M,Gold,Fall,3.1,No,PayPal,Next Day Air,50,Debit Card,Monthly,No,Middle age (50-64),0,0,0
3395,31,Female,Sandals,Footwear,98.0,Vermont,S,Yellow,Spring,4.2,No,Cash,Store Pickup,9,PayPal,Annually,No,Adults (30-49),0,0,0
3396,44,Female,Dress,Clothing,43.0,Colorado,M,Silver,Winter,3.1,No,Debit Card,Free Shipping,15,Debit Card,Every 3 Months,No,Adults (30-49),0,0,0
3397,29,Female,Pants,Clothing,37.0,Tennessee,XL,Black,Winter,5.0,No,PayPal,Next Day Air,5,PayPal,Quarterly,No,Young Adults (18-29),0,0,0
3398,19,Female,Blouse,Clothing,38.0,New Jersey,L,Yellow,Summer,2.7,No,Bank Transfer,Standard,13,Bank Transfer,Bi-Weekly,No,Young Adults (18-29),0,0,0
3399,54,Female,Jeans,Clothing,60.0,Montana,L,Pink,Winter,3.8,No,Cash,Standard,44,Cash,Fortnightly,No,Middle age (50-64),0,0,0
3400,40,Female,Pants,Clothing,55.0,Montana,XL,Yellow,Winter,3.3,No,Debit Card,Standard,36,Debit Card,Annually,No,Adults (30-49),0,0,0
3401,39,Female,Sunglasses,Accessories,51.0,Nevada,M,Lavender,Fall,4.8,No,Debit Card,Free Shipping,18,Venmo,Fortnightly,No,Adults (30-49),0,0,0
3402,44,Female,Backpack,Accessories,71.0,Nevada,L,Peach,Winter,3.4,No,Venmo,Standard,39,Credit Card,Weekly,No,Adults (30-49),0,0,0
3403,22,Female,Hoodie,Clothing,61.0,Louisiana,M,Black,Spring,4.4,No,Venmo,2-Day Shipping,11,PayPal,Every 3 Months,No,Young Adults (18-29),0,0,0
3404,30,Female,Boots,Footwear,65.0,Illinois,M,Olive,Summer,3.9,No,Credit Card,Standard,1,Cash,Bi-Weekly,No,Adults (30-49),0,0,0
3405,69,Female,Gloves,Accessories,34.0,South Carolina,L,Olive,Fall,3.9,No,Cash,2-Day Shipping,34,Credit Card,Annually,No,Seniors (65+),0,0,0
3406,28,Female,Blouse,Clothing,87.0,Washington,M,White,Summer,4.2,No,Venmo,Store Pickup,47,Bank Transfer,Bi-Weekly,No,Young Adults (18-29),0,0,0
3407,57,Female,Sweater,Clothing,79.0,Nebraska,M,Red,Spring,4.0,No,Venmo,Store Pickup,24,Venmo,Quarterly,No,Middle age (50-64),0,0,0
3408,46,Female,Dress,Clothing,46.0,Alabama,S,Purple,Spring,2.6,No,Bank Transfer,Store Pickup,20,Cash,Quarterly,No,Adults (30-49),0,0,0
3409,48,Female,Socks,Clothing,72.0,Montana,L,Purple,Summer,4.4,No,PayPal,Standard,11,Bank Transfer,Annually,No,Adults (30-49),0,0,0
3410,24,Female,Shirt,Clothing,93.0,Minnesota,M,Teal,Summer,3.2,No,PayPal,Next Day Air,3,Credit Card,Every 3 Months,No,Young Adults (18-29),0,0,0
3411,50,Female,Sandals,Footwear,76.0,Ohio,L,Teal,Summer,4.3,No,PayPal,Free Shipping,38,Bank Transfer,Bi-Weekly,No,Middle age (50-64),0,0,0
3412,29,Female,Shoes,Footwear,56.0,New York,L,Gray,Winter,4.9,No,Venmo,2-Day Shipping,45,Cash,Weekly,No,Young Adults (18-29),0,0,0
3413,61,Female,Sandals,Footwear,83.0,Indiana,M,Magenta,Fall,3.8,No,Credit Card,Store Pickup,31,Venmo,Quarterly,No,Middle age (50-64),0,0,0
3414,34,Female,Gloves,Accessories,90.0,Delaware,XL,Black,Winter,2.5,No,Cash,Express,16,PayPal,Bi-Weekly,No,Adults (30-49),0,0,0
3415,27,Female,Boots,Footwear,94.0,Connecticut,M,Maroon,Spring,4.9,No,Venmo,Next Day Air,3,Bank Transfer,Quarterly,No,Young Adults (18-29),0,0,0
3416,38,Female,Blouse,Clothing,68.0,New York,M,Gold,Fall,3.0,No,Credit Card,2-Day Shipping,15,Bank Transfer,Annually,No,Adults (30-49),0,0,0
3417,25,Female,Sandals,Footwear,53.0,Alabama,M,Purple,Spring,3.2,No,PayPal,Store Pickup,11,Bank Transfer,Every 3 Months,No,Young Adults (18-29),0,0,0
3418,54,Female,Coat,Outerwear,35.0,Massachusetts,M,Blue,Summer,2.9,No,PayPal,2-Day Shipping,22,Debit Card,Fortnightly,No,Middle age (50-64),0,0,0
3419,53,Female,Jacket,Outerwear,30.0,South Carolina,M,Beige,Summer,2.8,No,Cash,Free Shipping,35,Debit Card,Annually,No,Middle age (50-64),0,0,0
3420,23,Female,Jewelry,Accessories,26.0,West Virginia,L,Indigo,Winter,3.1,No,Venmo,Store Pickup,5,Venmo,Bi-Weekly,No,Young Adults (18-29),0,0,0
3421,19,Female,Hat,Accessories,60.0,Kentucky,M,Purple,Winter,3.4,No,Debit Card,Express,35,PayPal,Bi-Weekly,No,Young Adults (18-29),0,0,0
3422,57,Female,Shoes,Footwear,30.0,New Jersey,M,Maroon,Summer,2.9,No,PayPal,Free Shipping,27,PayPal,Weekly,No,Middle age (50-64),0,0,0
3423,19,Female,Coat,Outerwear,91.0,New York,L,Beige,Winter,3.2,No,Credit Card,Next Day Air,9,Venmo,Monthly,No,Young Adults (18-29),0,0,0
3424,33,Female,Boots,Footwear,71.0,Massachusetts,M,Brown,Spring,3.8,No,Venmo,Next Day Air,21,PayPal,Bi-Weekly,No,Adults (30-49),0,0,0
3425,33,Female,Scarf,Accessories,64.0,Florida,L,Green,Summer,3.6,No,Venmo,2-Day Shipping,23,Credit Card,Monthly,No,Adults (30-49),0,0,0
3426,38,Female,Hat,Accessories,54.0,Michigan,M,Blue,Summer,4.3,No,Bank Transfer,Next Day Air,3,Debit Card,Bi-Weekly,No,Adults (30-49),0,0,0
3427,47,Female,Socks,Clothing,35.0,Oregon,XL,Magenta,Fall,4.8,No,PayPal,2-Day Shipping,31,Credit Card,Annually,No,Adults (30-49),0,0,0
3428,39,Female,T-shirt,Clothing,38.0,Michigan,XL,Turquoise,Winter,2.5,No,Bank Transfer,Store Pickup,44,Cash,Annually,No,Adults (30-49),0,0,0
3429,32,Female,Jewelry,Accessories,69.0,Washington,M,Gray,Fall,2.5,No,Debit Card,Next Day Air,20,Venmo,Monthly,No,Adults (30-49),0,0,0
3430,27,Female,Skirt,Clothing,96.0,Alaska,S,Purple,Winter,4.6,No,Debit Card,Express,34,Debit Card,Weekly,No,Young Adults (18-29),0,0,0
3431,67,Female,Socks,Clothing,73.0,Montana,M,Lavender,Winter,4.2,No,Credit Card,Next Day Air,17,Bank Transfer,Every 3 Months,No,Seniors (65+),0,0,0
3432,46,Female,Belt,Accessories,49.0,New Mexico,S,Green,Summer,4.2,No,Cash,Express,20,Venmo,Annually,No,Adults (30-49),0,0,0
3433,36,Female,Boots,Footwear,44.0,Connecticut,M,Gray,Summer,4.8,No,Credit Card,2-Day Shipping,46,PayPal,Every 3 Months,No,Adults (30-49),0,0,0
3434,62,Female,Socks,Clothing,93.0,Alaska,M,Yellow,Spring,4.5,No,Cash,Free Shipping,28,PayPal,Annually,No,Middle age (50-64),0,0,0
3435,31,Female,Pants,Clothing,72.0,Ohio,S,Orange,Summer,3.3,No,PayPal,2-Day Shipping,6,Venmo,Fortnightly,No,Adults (30-49),0,0,0
3436,68,Female,Socks,Clothing,91.0,Montana,M,Beige,Summer,2.7,No,Debit Card,2-Day Shipping,50,Debit Card,Bi-Weekly,No,Seniors (65+),0,0,0
3437,57,Female,Belt,Accessories,83.0,Nebraska,L,Peach,Winter,2.8,No,Venmo,2-Day Shipping,41,Bank Transfer,Monthly,No,Middle age (50-64),0,0,0
3438,22,Female,Jacket,Outerwear,62.0,Oklahoma,S,Green,Winter,3.5,No,Venmo,2-Day Shipping,50,PayPal,Annually,No,Young Adults (18-29),0,0,0
3439,26,Female,Shirt,Clothing,71.0,Kentucky,M,Violet,Fall,3.0,No,Debit Card,Store Pickup,33,Credit Card,Monthly,No,Young Adults (18-29),0,0,0
3440,43,Female,Gloves,Accessories,93.0,Idaho,M,Gray,Summer,4.5,No,Cash,Express,25,Venmo,Quarterly,No,Adults (30-49),0,0,0
3441,45,Female,Handbag,Accessories,63.0,Maryland,L,Magenta,Fall,4.3,No,Credit Card,2-Day Shipping,2,PayPal,Weekly,No,Adults (30-49),0,0,0
3442,64,Female,Sweater,Clothing,96.0,Tennessee,XL,Charcoal,Fall,4.1,No,Debit Card,Standard,15,Credit Card,Annually,No,Middle age (50-64),0,0,0
3443,28,Female,Skirt,Clothing,78.0,Michigan,M,Violet,Spring,4.3,No,Venmo,Next Day Air,12,PayPal,Weekly,No,Young Adults (18-29),0,0,0
3444,47,Female,Dress,Clothing,24.0,Tennessee,L,Silver,Summer,5.0,No,PayPal,Free Shipping,28,Cash,Bi-Weekly,No,Adults (30-49),0,0,0
3445,53,Female,Pants,Clothing,63.0,Rhode Island,S,Green,Summer,3.8,No,Cash,2-Day Shipping,12,Bank Transfer,Bi-Weekly,No,Middle age (50-64),0,0,0
3446,42,Female,Hat,Accessories,58.0,Florida,M,Magenta,Fall,4.9,No,Venmo,Standard,3,Debit Card,Annually,No,Adults (30-49),0,0,0
3447,51,Female,Boots,Footwear,55.0,Louisiana,S,Purple,Spring,5.0,No,Debit Card,2-Day Shipping,20,Cash,Weekly,No,Middle age (50-64),0,0,0
3448,62,Female,Sandals,Footwear,58.0,Arkansas,M,Blue,Fall,4.3,No,Debit Card,Express,3,Bank Transfer,Bi-Weekly,No,Middle age (50-64),0,0,0
3449,18,Female,Coat,Outerwear,28.0,Kentucky,S,Yellow,Winter,4.1,No,PayPal,Express,32,Bank Transfer,Fortnightly,No,Young Adults (18-29),0,0,0
3450,48,Female,Blouse,Clothing,37.0,Kansas,M,Brown,Spring,4.5,No,PayPal,Standard,35,Cash,Monthly,No,Adults (30-49),0,0,0
